StateCode,Name,AnsiCode,FipsCode
NE,THOMAS,171,171  
NE,THURSTON,173,173  
NE,VALLEY,175,175  
NE,WASHINGTON,177,177  
NE,WAYNE,179,179  
NE,WEBSTER,181,181  
NE,WHEELER,183,183  
NE,YORK,185,185  
NH,BELKNAP,001,001  
NH,CARROLL,003,003  
NH,CHESHIRE,005,005  
NH,COOS,007,007  
NH,GRAFTON,009,009  
NH,HILLSBOROUGH,011,011  
NH,MERRIMACK,013,013  
NH,ROCKINGHAM,015,015  
NH,STRAFFORD,017,017  
NH,SULLIVAN,019,019  
NJ,ATLANTIC,001,001  
NJ,BERGEN,003,003  
NJ,BURLINGTON,005,005  
NJ,CAMDEN,007,007  
NJ,CAPE MAY,009,009  
NJ,CUMBERLAND,011,011  
NJ,ESSEX,013,013  
NJ,GLOUCESTER,015,015  
NJ,HUDSON,017,017  
NJ,HUNTERDON,019,019  
NJ,MERCER,021,021  
NJ,MIDDLESEX,023,023  
NJ,MONMOUTH,025,025  
NJ,MORRIS,027,027  
NJ,OCEAN,029,029  
NJ,PASSAIC,031,031  
NJ,SALEM,033,033  
NJ,SOMERSET,035,035  
NJ,SUSSEX,037,037  
NJ,UNION,039,039  
NJ,WARREN,041,041  
NM,BERNALILLO,001,001  
NM,CATRON,003,003  
NM,CHAVES,005,005  
NM,CIBOLA,006,006  
NM,COLFAX,007,007  
NM,CURRY,009,009  
NM,DE BACA,011,011  
NM,DONA ANA,013,013  
NM,EDDY,015,015  
NM,GRANT,017,017  
NM,GUADALUPE,019,019  
NM,HARDING,021,021  
NM,HIDALGO,023,023  
NM,LEA,025,025  
NM,LINCOLN,027,027  
NM,LOS ALAMOS,028,028  
NM,LUNA,029,029  
NM,MCKINLEY,031,031  
NM,MORA,033,033  
NM,OTERO,035,035  
NM,QUAY,037,037  
NM,RIO ARRIBA,039,039  
NM,ROOSEVELT,041,041  
NM,SANDOVAL,043,043  
NM,SAN JUAN,045,045  
NM,SAN MIGUEL,047,047  
NM,SANTA FE,049,049  
NM,SIERRA,051,051  
NM,SOCORRO,053,053  
NM,TAOS,055,055  
NM,TORRANCE,057,057  
NM,UNION,059,059  
NM,VALENCIA,061,061  
NV,CHURCHILL,001,001  
NV,CLARK,003,003  
NV,DOUGLAS,005,005  
NV,ELKO,007,007  
NV,ESMERALDA,009,009  
NV,EUREKA,011,011  
NV,HUMBOLDT,013,013  
NV,LANDER,015,015  
NV,LINCOLN,017,017  
NV,LYON,019,019  
NV,MINERAL,021,021  
NV,NYE,023,023  
NV,PERSHING,027,027  
NV,STOREY,029,029  
NV,WASHOE,031,031  
NV,WHITE PINE,033,033  
NV,CARSON CITY,510,510  
NY,ALBANY,001,001  
NY,ALLEGANY,003,003  
NY,BRONX,005,005  
NY,BROOME,007,007  
NY,CATTARAUGUS,009,009  
NY,CAYUGA,011,011  
NY,CHAUTAUQUA,013,013  
NY,CHEMUNG,015,015  
NY,CHENANGO,017,017  
NY,CLINTON,019,019  
NY,COLUMBIA,021,021  
NY,CORTLAND,023,023  
NY,DELAWARE,025,025  
NY,DUTCHESS,027,027  
NY,ERIE,029,029  
NY,ESSEX,031,031  
NY,FRANKLIN,033,033  
NY,FULTON,035,035  
NY,GENESEE,037,037  
NY,GREENE,039,039  
NY,HAMILTON,041,041  
NY,HERKIMER,043,043  
NY,JEFFERSON,045,045  
NY,KINGS,047,047  
NY,LEWIS,049,049  
NY,LIVINGSTON,051,051  
NY,MADISON,053,053  
NY,MONROE,055,055  
NY,MONTGOMERY,057,057  
NY,NASSAU,059,059  
NY,NEW YORK,061,061  
NY,NIAGARA,063,063  
NY,ONEIDA,065,065  
NY,ONONDAGA,067,067  
NY,ONTARIO,069,069  
NY,ORANGE,071,071  
NY,ORLEANS,073,073  
NY,OSWEGO,075,075  
NY,OTSEGO,077,077  
NY,PUTNAM,079,079  
NY,QUEENS,081,081  
NY,RENSSELAER,083,083  
NY,RICHMOND,085,085  
NY,ROCKLAND,087,087  
NY,SAINT LAWRENCE,089,089  
NY,SARATOGA,091,091  
NY,SCHENECTADY,093,093  
NY,SCHOHARIE,095,095  
NY,SCHUYLER,097,097  
NY,SENECA,099,099  
NY,STEUBEN,101,101  
NY,SUFFOLK,103,103  
NY,SULLIVAN,105,105  
NY,TIOGA,107,107  
NY,TOMPKINS,109,109  
NY,ULSTER,111,111  
NY,WARREN,113,113  
NY,WASHINGTON,115,115  
NY,WAYNE,117,117  
NY,WESTCHESTER,119,119  
NY,WYOMING,121,121  
NY,YATES,123,123  
OH,ADAMS,001,001  
OH,ALLEN,003,003  
OH,ASHLAND,005,005  
OH,ASHTABULA,007,007  
OH,ATHENS,009,009  
OH,AUGLAIZE,011,011  
OH,BELMONT,013,013  
OH,BROWN,015,015  
OH,BUTLER,017,017  
OH,CARROLL,019,019  
OH,CHAMPAIGN,021,021  
OH,CLARK,023,023  
OH,CLERMONT,025,025  
OH,CLINTON,027,027  
OH,COLUMBIANA,029,029  
OH,COSHOCTON,031,031  
OH,CRAWFORD,033,033  
OH,CUYAHOGA,035,035  
OH,DARKE,037,037  
OH,DEFIANCE,039,039  
OH,DELAWARE,041,041  
OH,ERIE,043,043  
OH,FAIRFIELD,045,045  
OH,FAYETTE,047,047  
OH,FRANKLIN,049,049  
OH,FULTON,051,051  
OH,GALLIA,053,053  
OH,GEAUGA,055,055  
OH,GREENE,057,057  
OH,GUERNSEY,059,059  
OH,HAMILTON,061,061  
OH,HANCOCK,063,063  
OH,HARDIN,065,065  
OH,HARRISON,067,067  
OH,HENRY,069,069  
OH,HIGHLAND,071,071  
OH,HOCKING,073,073  
OH,HOLMES,075,075  
OH,HURON,077,077  
OH,JACKSON,079,079  
OH,JEFFERSON,081,081  
OH,KNOX,083,083  
OH,LAKE,085,085  
OH,LAWRENCE,087,087  
OH,LICKING,089,089  
OH,LOGAN,091,091  
OH,LORAIN,093,093  
OH,LUCAS,095,095  
OH,MADISON,097,097  
OH,MAHONING,099,099  
OH,MARION,101,101  
OH,MEDINA,103,103  
OH,MEIGS,105,105  
OH,MERCER,107,107  
OH,MIAMI,109,109  
OH,MONROE,111,111  
OH,MONTGOMERY,113,113  
OH,MORGAN,115,115  
OH,MORROW,117,117  
OH,MUSKINGUM,119,119  
OH,NOBLE,121,121  
OH,OTTAWA,123,123  
OH,PAULDING,125,125  
OH,PERRY,127,127  
OH,PICKAWAY,129,129  
OH,PIKE,131,131  
OH,PORTAGE,133,133  
OH,PREBLE,135,135  
OH,PUTNAM,137,137  
OH,RICHLAND,139,139  
OH,ROSS,141,141  
OH,SANDUSKY,143,143  
OH,SCIOTO,145,145  
OH,SENECA,147,147  
OH,SHELBY,149,149  
OH,STARK,151,151  
OH,SUMMIT,153,153  
OH,TRUMBULL,155,155  
OH,TUSCARAWAS,157,157  
OH,UNION,159,159  
OH,VAN WERT,161,161  
OH,VINTON,163,163  
OH,WARREN,165,165  
OH,WASHINGTON,167,167  
OH,WAYNE,169,169  
OH,WILLIAMS,171,171  
OH,WOOD,173,173  
OH,WYANDOT,175,175  
OK,ADAIR,001,001  
OK,ALFALFA,003,003  
OK,ATOKA,005,005  
OK,BEAVER,007,007  
OK,BECKHAM,009,009  
OK,BLAINE,011,011  
OK,BRYAN,013,013  
OK,CADDO,015,015  
OK,CANADIAN,017,017  
OK,CARTER,019,019  
OK,CHEROKEE,021,021  
OK,CHOCTAW,023,023  
OK,CIMARRON,025,025  
OK,CLEVELAND,027,027  
OK,COAL,029,029  
OK,COMANCHE,031,031  
OK,COTTON,033,033  
OK,CRAIG,035,035  
OK,CREEK,037,037  
OK,CUSTER,039,039  
OK,DELAWARE,041,041  
OK,DEWEY,043,043  
OK,ELLIS,045,045  
OK,GARFIELD,047,047  
OK,GARVIN,049,049  
OK,GRADY,051,051  
OK,GRANT,053,053  
OK,GREER,055,055  
OK,HARMON,057,057  
OK,HARPER,059,059  
OK,HASKELL,061,061  
OK,HUGHES,063,063  
OK,JACKSON,065,065  
OK,JEFFERSON,067,067  
OK,JOHNSTON,069,069  
OK,KAY,071,071  
OK,KINGFISHER,073,073  
OK,KIOWA,075,075  
OK,LATIMER,077,077  
OK,LE FLORE,079,079  
OK,LINCOLN,081,081  
OK,LOGAN,083,083  
OK,LOVE,085,085  
OK,MCCLAIN,087,087  
OK,MCCURTAIN,089,089  
OK,MCINTOSH,091,091  
OK,MAJOR,093,093  
OK,MARSHALL,095,095  
OK,MAYES,097,097  
OK,MURRAY,099,099  
OK,MUSKOGEE,101,101  
OK,NOBLE,103,103  
OK,NOWATA,105,105  
OK,OKFUSKEE,107,107  
OK,OKLAHOMA,109,109  
OK,OKMULGEE,111,111  
OK,OSAGE,113,113  
OK,OTTAWA,115,115  
OK,PAWNEE,117,117  
OK,PAYNE,119,119  
OK,PITTSBURG,121,121  
OK,PONTOTOC,123,123  
OK,POTTAWATOMIE,125,125  
OK,PUSHMATAHA,127,127  
OK,ROGER MILLS,129,129  
OK,ROGERS,131,131  
OK,SEMINOLE,133,133  
OK,SEQUOYAH,135,135  
OK,STEPHENS,137,137  
OK,TEXAS,139,139  
OK,TILLMAN,141,141  
OK,TULSA,143,143  
OK,WAGONER,145,145  
OK,WASHINGTON,147,147  
OK,WASHITA,149,149  
OK,WOODS,151,151  
OK,WOODWARD,153,153  
OR,BAKER,001,001  
OR,BENTON,003,003  
OR,CLACKAMAS,005,005  
OR,CLATSOP,007,007  
OR,COLUMBIA,009,009  
OR,COOS,011,011  
OR,CROOK,013,013  
OR,CURRY,015,015  
OR,DESCHUTES,017,017  
OR,DOUGLAS,019,019  
OR,GILLIAM,021,021  
OR,GRANT,023,023  
OR,HARNEY,025,025  
OR,HOOD RIVER,027,027  
OR,JACKSON,029,029  
OR,JEFFERSON,031,031  
OR,JOSEPHINE,033,033  
OR,KLAMATH,035,035  
OR,LAKE,037,037  
OR,LANE,039,039  
OR,LINCOLN,041,041  
OR,LINN,043,043  
OR,MALHEUR,045,045  
OR,MARION,047,047  
OR,MORROW,049,049  
OR,MULTNOMAH,051,051  
OR,POLK,053,053  
OR,SHERMAN,055,055  
OR,TILLAMOOK,057,057  
OR,UMATILLA,059,059  
OR,UNION,061,061  
OR,WALLOWA,063,063  
OR,WASCO,065,065  
OR,WASHINGTON,067,067  
OR,WHEELER,069,069  
OR,YAMHILL,071,071  
PA,ADAMS,001,001  
PA,ALLEGHENY,003,003  
PA,ARMSTRONG,005,005  
PA,BEAVER,007,007  
PA,BEDFORD,009,009  
PA,BERKS,011,011  
PA,BLAIR,013,013  
PA,BRADFORD,015,015  
PA,BUCKS,017,017  
PA,BUTLER,019,019  
PA,CAMBRIA,021,021  
PA,CAMERON,023,023  
PA,CARBON,025,025  
PA,CENTRE,027,027  
PA,CHESTER,029,029  
PA,CLARION,031,031  
PA,CLEARFIELD,033,033  
PA,CLINTON,035,035  
PA,COLUMBIA,037,037  
PA,CRAWFORD,039,039  
PA,CUMBERLAND,041,041  
PA,DAUPHIN,043,043  
PA,DELAWARE,045,045  
PA,ELK,047,047  
PA,ERIE,049,049  
PA,FAYETTE,051,051  
PA,FOREST,053,053  
PA,FRANKLIN,055,055  
PA,FULTON,057,057  
PA,GREENE,059,059  
PA,HUNTINGDON,061,061  
PA,INDIANA,063,063  
PA,JEFFERSON,065,065  
PA,JUNIATA,067,067  
PA,LACKAWANNA,069,069  
PA,LANCASTER,071,071  
PA,LAWRENCE,073,073  
PA,LEBANON,075,075  
PA,LEHIGH,077,077  
PA,LUZERNE,079,079  
PA,LYCOMING,081,081  
PA,MCKEAN,083,083  
PA,MERCER,085,085  
PA,MIFFLIN,087,087  
PA,MONROE,089,089  
PA,MONTGOMERY,091,091  
PA,MONTOUR,093,093  
PA,NORTHAMPTON,095,095  
PA,NORTHUMBERLAND,097,097  
PA,PERRY,099,099  
PA,PHILADELPHIA,101,101  
PA,PIKE,103,103  
PA,POTTER,105,105  
PA,SCHUYLKILL,107,107  
PA,SNYDER,109,109  
PA,SOMERSET,111,111  
PA,SULLIVAN,113,113  
PA,SUSQUEHANNA,115,115  
PA,TIOGA,117,117  
PA,UNION,119,119  
PA,VENANGO,121,121  
PA,WARREN,123,123  
PA,WASHINGTON,125,125  
PA,WAYNE,127,127  
PA,WESTMORELAND,129,129  
PA,WYOMING,131,131  
PA,YORK,133,133  
PR,ADJUNTAS,001,001  
PR,AGUADA,003,003  
PR,AGUADILLA,005,005  
PR,AGUAS BUENAS,007,007  
PR,AIBONITO,009,009  
PR,ANASCO,011,011  
PR,ARECIBO,013,013  
PR,ARROYO,015,015  
PR,BARCELONETA,017,017  
PR,BARRANQUITAS,019,019  
PR,BAYAMON,021,021  
PR,CABO ROJO,023,023  
PR,CAGUAS,025,025  
PR,CAMUY,027,027  
PR,CANOVANAS,029,029  
PR,CAROLINA,031,031  
PR,CATANO,033,033  
PR,CAYEY,035,035  
PR,CEIBA,037,037  
PR,CIALES,039,039  
PR,CIDRA,041,041  
PR,COAMO,043,043  
PR,COMERIO,045,045  
PR,COROZAL,047,047  
PR,CULEBRA,049,049  
PR,DORADO,051,051  
PR,FAJARDO,053,053  
PR,FLORIDA,054,054  
PR,GUANICA,055,055  
PR,GUAYAMA,057,057  
PR,GUAYANILLA,059,059  
PR,GUAYNABO,061,061  
PR,GURABO,063,063  
PR,HATILLO,065,065  
PR,HORMIGUEROS,067,067  
PR,HUMACAO,069,069  
PR,ISABELA,071,071  
PR,JAYUYA,073,073  
PR,JUANA DIAZ,075,075  
PR,JUNCOS,077,077  
PR,LAJAS,079,079  
PR,LARES,081,081  
PR,LAS MARIAS,083,083  
PR,LAS PIEDRAS,085,085  
PR,LOIZA,087,087  
PR,LUQUILLO,089,089  
PR,MANATI,091,091  
PR,MARICAO,093,093  
PR,MAUNABO,095,095  
PR,MAYAGUEZ,097,097  
PR,MOCA,099,099  
PR,MOROVIS,101,101  
PR,NAGUABO,103,103  
PR,NARANJITO,105,105  
PR,OROCOVIS,107,107  
PR,PATILLAS,109,109  
PR,PENUELAS,111,111  
PR,PONCE,113,113  
PR,QUEBRADILLAS,115,115  
PR,RINCON,117,117  
PR,RIO GRANDE,119,119  
PR,SABANA GRANDE,121,121  
PR,SALINAS,123,123  
PR,SAN GERMAN,125,125  
PR,SAN JUAN,127,127  
PR,SAN LORENZO,129,129  
PR,SAN SEBASTIAN,131,131  
PR,SANTA ISABEL,133,133  
PR,TOA ALTA,135,135  
PR,TOA BAJA,137,137  
PR,TRUJILLO ALTO,139,139  
PR,UTUADO,141,141  
PR,VEGA ALTA,143,143  
PR,VEGA BAJA,145,145  
PR,VIEQUES,147,147  
PR,VILLALBA,149,149  
PR,YABUCOA,151,151  
PR,YAUCO,153,153  
PW,PALAU,,030  
RI,BRISTOL,001,001  
RI,KENT,003,003  
RI,NEWPORT,005,005  
RI,PROVIDENCE,007,007  
RI,WASHINGTON,009,009  
SC,ABBEVILLE,001,001  
SC,AIKEN,003,003  
SC,ALLENDALE,005,005  
SC,ANDERSON,007,007  
SC,BAMBERG,009,009  
SC,BARNWELL,011,011  
SC,BEAUFORT,013,013  
SC,BERKELEY,015,015  
SC,CALHOUN,017,017  
SC,CHARLESTON,019,019  
SC,CHEROKEE,021,021  
SC,CHESTER,023,023  
SC,CHESTERFIELD,025,025  
SC,CLARENDON,027,027  
SC,COLLETON,029,029  
SC,DARLINGTON,031,031  
SC,DILLON,033,033  
SC,DORCHESTER,035,035  
SC,EDGEFIELD,037,037  
SC,FAIRFIELD,039,039  
SC,FLORENCE,041,041  
SC,GEORGETOWN,043,043  
SC,GREENVILLE,045,045  
SC,GREENWOOD,047,047  
SC,HAMPTON,049,049  
SC,HORRY,051,051  
SC,JASPER,053,053  
SC,KERSHAW,055,055  
SC,LANCASTER,057,057  
SC,LAURENS,059,059  
SC,LEE,061,061  
SC,LEXINGTON,063,063  
SC,MCCORMICK,065,065  
SC,MARION,067,067  
SC,MARLBORO,069,069  
SC,NEWBERRY,071,071  
SC,OCONEE,073,073  
SC,ORANGEBURG,075,075  
SC,PICKENS,077,077  
SC,RICHLAND,079,079  
SC,SALUDA,081,081  
SC,SPARTANBURG,083,083  
SC,SUMTER,085,085  
SC,UNION,087,087  
SC,WILLIAMSBURG,089,089  
SC,YORK,091,091  
SD,AURORA,003,003  
SD,BEADLE,005,005  
SD,BENNETT,007,007  
SD,BON HOMME,009,009  
SD,BROOKINGS,011,011  
SD,BROWN,013,013  
SD,BRULE,015,015  
SD,BUFFALO,017,017  
SD,BUTTE,019,019  
SD,CAMPBELL,021,021  
SD,CHARLES MIX,023,023  
SD,CLARK,025,025  
SD,CLAY,027,027  
SD,CODINGTON,029,029  
SD,CORSON,031,031  
SD,CUSTER,033,033  
SD,DAVISON,035,035  
SD,DAY,037,037  
SD,DEUEL,039,039  
SD,DEWEY,041,041  
SD,DOUGLAS,043,043  
SD,EDMUNDS,045,045  
SD,FALL RIVER,047,047  
SD,FAULK,049,049  
SD,GRANT,051,051  
SD,GREGORY,053,053  
SD,HAAKON,055,055  
SD,HAMLIN,057,057  
SD,HAND,059,059  
SD,HANSON,061,061  
SD,HARDING,063,063  
SD,HUGHES,065,065  
SD,HUTCHINSON,067,067  
SD,HYDE,069,069  
SD,JACKSON,071,071  
SD,JERAULD,073,073  
SD,JONES,075,075  
SD,KINGSBURY,077,077  
SD,LAKE,079,079  
SD,LAWRENCE,081,081  
SD,LINCOLN,083,083  
SD,LYMAN,085,085  
SD,MCCOOK,087,087  
SD,MCPHERSON,089,089  
SD,MARSHALL,091,091  
SD,MEADE,093,093  
SD,MELLETTE,095,095  
SD,MINER,097,097  
SD,MINNEHAHA,099,099  
SD,MOODY,101,101  
SD,PENNINGTON,103,103  
SD,PERKINS,105,105  
SD,POTTER,107,107  
SD,ROBERTS,109,109  
SD,SANBORN,111,111  
SD,SHANNON,113,113  
SD,SPINK,115,115  
SD,STANLEY,117,117  
SD,SULLY,119,119  
SD,TODD,121,121  
SD,TRIPP,123,123  
SD,TURNER,125,125  
SD,UNION,127,127  
SD,WALWORTH,129,129  
SD,YANKTON,135,135  
SD,ZIEBACH,137,137  
TN,ANDERSON,001,001  
TN,BEDFORD,003,003  
TN,BENTON,005,005  
TN,BLEDSOE,007,007  
TN,BLOUNT,009,009  
TN,BRADLEY,011,011  
TN,CAMPBELL,013,013  
TN,CANNON,015,015  
TN,CARROLL,017,017  
TN,CARTER,019,019  
TN,CHEATHAM,021,021  
TN,CHESTER,023,023  
TN,CLAIBORNE,025,025  
TN,CLAY,027,027  
TN,COCKE,029,029  
TN,COFFEE,031,031  
TN,CROCKETT,033,033  
TN,CUMBERLAND,035,035  
TN,DAVIDSON,037,037  
TN,DECATUR,039,039  
TN,DEKALB,041,041  
TN,DICKSON,043,043  
TN,DYER,045,045  
TN,FAYETTE,047,047  
TN,FENTRESS,049,049  
TN,FRANKLIN,051,051  
TN,GIBSON,053,053  
TN,GILES,055,055  
TN,GRAINGER,057,057  
TN,GREENE,059,059  
TN,GRUNDY,061,061  
TN,HAMBLEN,063,063  
TN,HAMILTON,065,065  
TN,HANCOCK,067,067  
TN,HARDEMAN,069,069  
TN,HARDIN,071,071  
TN,HAWKINS,073,073  
TN,HAYWOOD,075,075  
TN,HENDERSON,077,077  
TN,HENRY,079,079  
TN,HICKMAN,081,081  
TN,HOUSTON,083,083  
TN,HUMPHREYS,085,085  
TN,JACKSON,087,087  
TN,JEFFERSON,089,089  
TN,JOHNSON,091,091  
TN,KNOX,093,093  
TN,LAKE,095,095  
TN,LAUDERDALE,097,097  
TN,LAWRENCE,099,099  
TN,LEWIS,101,101  
TN,LINCOLN,103,103  
TN,LOUDON,105,105  
TN,MCMINN,107,107  
TN,MCNAIRY,109,109  
TN,MACON,111,111  
TN,MADISON,113,113  
TN,MARION,115,115  
TN,MARSHALL,117,117  
TN,MAURY,119,119  
TN,MEIGS,121,121  
TN,MONROE,123,123  
TN,MONTGOMERY,125,125  
TN,MOORE,127,127  
TN,MORGAN,129,129  
TN,OBION,131,131  
TN,OVERTON,133,133  
TN,PERRY,135,135  
TN,PICKETT,137,137  
TN,POLK,139,139  
TN,PUTNAM,141,141  
TN,RHEA,143,143  
TN,ROANE,145,145  
TN,ROBERTSON,147,147  
TN,RUTHERFORD,149,149  
TN,SCOTT,151,151  
TN,SEQUATCHIE,153,153  
TN,SEVIER,155,155  
TN,SHELBY,157,157  
TN,SMITH,159,159  
TN,STEWART,161,161  
TN,SULLIVAN,163,163  
TN,SUMNER,165,165  
TN,TIPTON,167,167  
TN,TROUSDALE,169,169  
TN,UNICOI,171,171  
TN,UNION,173,173  
TN,VAN BUREN,175,175  
TN,WARREN,177,177  
TN,WASHINGTON,179,179  
TN,WAYNE,181,181  
TN,WEAKLEY,183,183  
TN,WHITE,185,185  
TN,WILLIAMSON,187,187  
TN,WILSON,189,189  
TX,ANDERSON,001,001  
TX,ANDREWS,003,003  
TX,ANGELINA,005,005  
TX,ARANSAS,007,007  
TX,ARCHER,009,009  
TX,ARMSTRONG,011,011  
TX,ATASCOSA,013,013  
TX,AUSTIN,015,015  
TX,BAILEY,017,017  
TX,BANDERA,019,019  
TX,BASTROP,021,021  
TX,BAYLOR,023,023  
TX,BEE,025,025  
TX,BELL,027,027  
TX,BEXAR,029,029  
TX,BLANCO,031,031  
TX,BORDEN,033,033  
TX,BOSQUE,035,035  
TX,BOWIE,037,037  
TX,BRAZORIA,039,039  
TX,BRAZOS,041,041  
TX,BREWSTER,043,043  
TX,BRISCOE,045,045  
TX,BROOKS,047,047  
TX,BROWN,049,049  
TX,BURLESON,051,051  
TX,BURNET,053,053  
TX,CALDWELL,055,055  
TX,CALHOUN,057,057  
TX,CALLAHAN,059,059  
TX,CAMERON,061,061  
TX,CAMP,063,063  
TX,CARSON,065,065  
TX,CASS,067,067  
TX,CASTRO,069,069  
TX,CHAMBERS,071,071  
TX,CHEROKEE,073,073  
TX,CHILDRESS,075,075  
TX,CLAY,077,077  
TX,COCHRAN,079,079  
TX,COKE,081,081  
TX,COLEMAN,083,083  
TX,COLLIN,085,085  
TX,COLLINGSWORTH,087,087  
TX,COLORADO,089,089  
TX,COMAL,091,091  
TX,COMANCHE,093,093  
TX,CONCHO,095,095  
TX,COOKE,097,097  
TX,CORYELL,099,099  
TX,COTTLE,101,101  
TX,CRANE,103,103  
TX,CROCKETT,105,105  
TX,CROSBY,107,107  
TX,CULBERSON,109,109  
TX,DALLAM,111,111  
TX,DALLAS,113,113  
TX,DAWSON,115,115  
TX,DEAF SMITH,117,117  
TX,DELTA,119,119  
TX,DENTON,121,121  
TX,DE WITT,123,123  
TX,DICKENS,125,125  
TX,DIMMIT,127,127  
TX,DONLEY,129,129  
TX,DUVAL,131,131  
TX,EASTLAND,133,133  
TX,ECTOR,135,135  
TX,EDWARDS,137,137  
TX,ELLIS,139,139  
TX,EL PASO,141,141  
TX,ERATH,143,143  
TX,FALLS,145,145  
TX,FANNIN,147,147  
TX,FAYETTE,149,149  
TX,FISHER,151,151  
TX,FLOYD,153,153  
TX,FOARD,155,155  
TX,FORT BEND,157,157  
TX,FRANKLIN,159,159  
TX,FREESTONE,161,161  
TX,FRIO,163,163  
TX,GAINES,165,165  
TX,GALVESTON,167,167  
TX,GARZA,169,169  
TX,GILLESPIE,171,171  
TX,GLASSCOCK,173,173  
TX,GOLIAD,175,175  
TX,GONZALES,177,177  
TX,GRAY,179,179  
TX,GRAYSON,181,181  
TX,GREGG,183,183  
TX,GRIMES,185,185  
TX,GUADALUPE,187,187  
TX,HALE,189,189  
TX,HALL,191,191  
TX,HAMILTON,193,193  
TX,HANSFORD,195,195  
TX,HARDEMAN,197,197  
TX,HARDIN,199,199  
TX,HARRIS,201,201  
TX,HARRISON,203,203  
TX,HARTLEY,205,205  
TX,HASKELL,207,207  
TX,HAYS,209,209  
TX,HEMPHILL,211,211  
TX,HENDERSON,213,213  
TX,HIDALGO,215,215  
TX,HILL,217,217  
TX,HOCKLEY,219,219  
TX,HOOD,221,221  
TX,HOPKINS,223,223  
TX,HOUSTON,225,225  
TX,HOWARD,227,227  
TX,HUDSPETH,229,229  
TX,HUNT,231,231  
TX,HUTCHINSON,233,233  
TX,IRION,235,235  
TX,JACK,237,237  
TX,JACKSON,239,239  
TX,JASPER,241,241  
TX,JEFF DAVIS,243,243  
TX,JEFFERSON,245,245  
TX,JIM HOGG,247,247  
TX,JIM WELLS,249,249  
TX,JOHNSON,251,251  
TX,JONES,253,253  
TX,KARNES,255,255  
TX,KAUFMAN,257,257  
TX,KENDALL,259,259  
TX,KENEDY,261,261  
TX,KENT,263,263  
TX,KERR,265,265  
TX,KIMBLE,267,267  
TX,KING,269,269  
TX,KINNEY,271,271  
TX,KLEBERG,273,273  
TX,KNOX,275,275  
TX,LAMAR,277,277  
TX,LAMB,279,279  
TX,LAMPASAS,281,281  
TX,LA SALLE,283,283  
TX,LAVACA,285,285  
TX,LEE,287,287  
TX,LEON,289,289  
TX,LIBERTY,291,291  
TX,LIMESTONE,293,293  
TX,LIPSCOMB,295,295  
TX,LIVE OAK,297,297  
TX,LLANO,299,299  
TX,LOVING,301,301  
TX,LUBBOCK,303,303  
TX,LYNN,305,305  
TX,MCCULLOCH,307,307  
TX,MCLENNAN,309,309  
TX,MCMULLEN,311,311  
TX,MADISON,313,313  
TX,MARION,315,315  
TX,MARTIN,317,317  
TX,MASON,319,319  
TX,MATAGORDA,321,321  
TX,MAVERICK,323,323  
TX,MEDINA,325,325  
TX,MENARD,327,327  
TX,MIDLAND,329,329  
TX,MILAM,331,331  
TX,MILLS,333,333  
TX,MITCHELL,335,335  
TX,MONTAGUE,337,337  
TX,MONTGOMERY,339,339  
TX,MOORE,341,341  
TX,MORRIS,343,343  
TX,MOTLEY,345,345  
TX,NACOGDOCHES,347,347  
TX,NAVARRO,349,349  
TX,NEWTON,351,351  
TX,NOLAN,353,353  
TX,NUECES,355,355  
TX,OCHILTREE,357,357  
TX,OLDHAM,359,359  
TX,ORANGE,361,361  
TX,PALO PINTO,363,363  
TX,PANOLA,365,365  
TX,PARKER,367,367  
TX,PARMER,369,369  
TX,PECOS,371,371  
TX,POLK,373,373  
TX,POTTER,375,375  
TX,PRESIDIO,377,377  
TX,RAINS,379,379  
TX,RANDALL,381,381  
TX,REAGAN,383,383  
TX,REAL,385,385  
TX,RED RIVER,387,387  
TX,REEVES,389,389  
TX,REFUGIO,391,391  
TX,ROBERTS,393,393  
TX,ROBERTSON,395,395  
TX,ROCKWALL,397,397  
TX,RUNNELS,399,399  
TX,RUSK,401,401  
TX,SABINE,403,403  
TX,SAN AUGUSTINE,405,405  
TX,SAN JACINTO,407,407  
TX,SAN PATRICIO,409,409  
TX,SAN SABA,411,411  
TX,SCHLEICHER,413,413  
TX,SCURRY,415,415  
TX,SHACKELFORD,417,417  
TX,SHELBY,419,419  
TX,SHERMAN,421,421  
TX,SMITH,423,423  
TX,SOMERVELL,425,425  
TX,STARR,427,427  
TX,STEPHENS,429,429  
TX,STERLING,431,431  
TX,STONEWALL,433,433  
TX,SUTTON,435,435  
TX,SWISHER,437,437  
TX,TARRANT,439,439  
TX,TAYLOR,441,441  
TX,TERRELL,443,443  
TX,TERRY,445,445  
TX,THROCKMORTON,447,447  
TX,TITUS,449,449  
TX,TOM GREEN,451,451  
TX,TRAVIS,453,453  
TX,TRINITY,455,455  
TX,TYLER,457,457  
TX,UPSHUR,459,459  
TX,UPTON,461,461  
TX,UVALDE,463,463  
TX,VAL VERDE,465,465  
TX,VAN ZANDT,467,467  
TX,VICTORIA,469,469  
TX,WALKER,471,471  
TX,WALLER,473,473  
TX,WARD,475,475  
TX,WASHINGTON,477,477  
TX,WEBB,479,479  
TX,WHARTON,481,481  
TX,WHEELER,483,483  
TX,WICHITA,485,485  
TX,WILBARGER,487,487  
TX,WILLACY,489,489  
